"category";"equip_name";"cost";"serial_number";"under_warrenty";"functionality";"status";"state";"district";"facility";"department";"manufacturer";"model";"price";"installation_date";"return_date";"borrow_date";"cluster"
"Respiratory";"Oxygen Concentrator";45000000;"VU87geF";"Yes";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Respironics";"EVER FLO";38900;"1/6/22";"";"";1
"Respiratory";"Oxygen Concentrator";45000000;"LN58ptO";"Yes";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Respironics";"EVER FLO";38900;"1/6/22";"";"";2
"Respiratory";"Oxygen Concentrator";45000000;"CT75nbP";"Yes";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Respironics";"EVER FLO";38900;"1/6/22";"";"";2
"Respiratory";"Oxygen Concentrator";45000000;"YH10jjY";"Yes";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Respironics";"EVER FLO";38900;"1/6/22";"";"";1
"Respiratory";"Oxygen Concentrator";45000000;"NN23qoR";"Yes";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Respironics";"EVER FLO";38900;"1/6/22";"";"";2
"Respiratory";"Oxygen Concentrator";45000000;"KW16zhL";"Yes";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Respironics";"EVER FLO";38900;"1/6/22";"";"";2
"Respiratory";"Oxygen Concentrator";45000000;"XV55gzX";"Yes";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Respironics";"EVER FLO";38900;"1/6/22";"";"";2
"Respiratory";"Oxygen Concentrator";45000000;"RJ36vzX";"Yes";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Respironics";"EVER FLO";38900;"1/6/22";"";"";1
"Respiratory";"Oxygen Concentrator";45000000;"BD28clR";"Yes";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Respironics";"EVER FLO";38900;"1/6/22";"";"";2
"Respiratory";"Oxygen Concentrator";45000000;"XO51ljW";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"SNCU(Puri DHH)";"BPL HEALTHCARE";"Ever Flow";36700;"16/4/20";"";"";2
"Respiratory";"Oxygen Concentrator";45000000;"FX40dxE";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"SNCU(Puri DHH)";"BPL HEALTHCARE";"Ever Flow";36700;"16/4/20";"";"";2
"Respiratory";"Oxygen Concentrator";45000000;"DR93viC";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"SNCU(Puri DHH)";"BPL HEALTHCARE";"Ever Flow";36700;"16/4/20";"";"";1
"Respiratory";"Oxygen Concentrator";45000000;"AC51lnY";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"SNCU(Puri DHH)";"BPL HEALTHCARE";"Ever Flow";36700;"16/4/20";"";"";2
"Respiratory";"Oxygen Concentrator";45000000;"EW27piZ";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"SNCU(Puri DHH)";"AIRSEP";"Newlife Elite";0;"16/4/17";"";"";1
"Respiratory";"Oxygen Concentrator";45000000;"BJ91zaT";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"SNCU(Puri DHH)";"AIRSEP";"Newlife Elite";0;"16/4/17";"";"";2
"Respiratory";"Oxygen Concentrator";45000000;"FG10tlH";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"SNCU(Puri DHH)";"AIRSEP";"Newlife Elite";0;"16/4/17";"";"";2
"Respiratory";"Oxygen Concentrator";45000000;"UL33wvJ";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"SNCU(Puri DHH)";"AIRSEP";"Newlife Elite";0;"16/4/17";"";"";2
"Respiratory";"Oxygen Concentrator";45000000;"BY60ocR";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"SNCU(Puri DHH)";"AIRSEP";"Newlife Elite";0;"16/4/17";"";"";1
"Respiratory";"Oxygen Concentrator";45000000;"EY76sgU";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"SNCU(Puri DHH)";"AIRSEP";"Newlife Elite";0;"16/4/17";"";"";2
"Respiratory";"Oxygen Concentrator";45000000;"UU32apR";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"SNCU(Puri DHH)";"AIRSEP";"Newlife Elite";0;"16/4/17";"";"";1
"Respiratory";"Oxygen Concentrator";45000000;"ZB48xlM";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"SNCU(Puri DHH)";"AIRSEP";"Newlife Elite";0;"16/4/17";"";"";2
"Respiratory";"Oxygen Concentrator";45000000;"UP19yvF";"Yes";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Respironics";"EVER FLO";38900;"1/6/22";"";"";1
"Respiratory";"Oxygen Concentrator";45000000;"YN45qsI";"Yes";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Respironics";"EVER FLO";38900;"1/6/22";"";"";2
"Respiratory";"Oxygen Concentrator";45000000;"WJ83dwS";"Yes";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Respironics";"EVER FLO";38900;"1/6/22";"";"";1
"Respiratory";"Portable Ventiliator";400000000;"BA61yyQ";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"ICU(Puri DHH)";"Newport GB";"HT70";408700;"16/5/20";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"JR55iuA";"Yes";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Covidien";"NELLCOR COVIDIEN";72800;"15/6/22";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"UF45kiP";"Yes";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Covidien";"NELLCOR COVIDIEN";72800;"15/6/22";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"YF56ygA";"Yes";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Covidien";"NELLCOR COVIDIEN";72800;"15/6/22";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"HP36jtO";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"ICU(Puri DHH)";" Masimo";"Radical 7";62100;"16/5/20";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"ZF39qnI";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"ICU(Puri DHH)";" Masimo";"Radical 7";62100;"16/5/20";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"XE14edT";"Yes";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Covidien";"NELLCOR COVIDIEN";72800;"15/6/22";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"RC52dnC";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"SNCU(Puri DHH)";" Masimo";"Radical7";62100;"15/5/17";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"LS60wxW";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"SNCU(Puri DHH)";" Masimo";"Radical7";62100;"15/5/17";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"TG97cuR";"Yes";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Covidien";"NELLCOR COVIDIEN";72800;"15/6/22";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"DT91syO";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"SNCU(Puri DHH)";"EMCO Meditech";"EMCO OXI-SAT 2060";0;"15/4/17";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"KN55etF";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"SNCU(Puri DHH)";"EMCO Meditech";"EMCO OXI-SAT 2060";0;"15/4/17";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"DC43akU";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"SNCU(Puri DHH)";"EMCO Meditech";"EMCO OXI-SAT 2060";0;"15/4/17";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"GY72hpO";"Yes";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Covidien";"NELLCOR COVIDIEN";72800;"15/6/22";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"KB04lwC";"Yes";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Covidien";"NELLCOR COVIDIEN";72800;"15/6/22";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"GB17qmH";"Yes";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Covidien";"NELLCOR COVIDIEN";72800;"15/6/22";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"SI69eyI";"Yes";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Covidien";"NELLCOR COVIDIEN";72800;"15/6/22";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"XG11mcT";"Yes";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Covidien";"NELLCOR COVIDIEN";72800;"15/6/22";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"ZL89gnS";"Yes";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Covidien";"NELLCOR COVIDIEN";72800;"15/6/22";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"KY41qhH";"Yes";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Covidien";"NELLCOR COVIDIEN";72800;"15/6/22";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"ZS73bbS";"Yes";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Covidien";"NELLCOR COVIDIEN";72800;"15/6/22";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"VR31sjY";"Yes";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Covidien";"NELLCOR COVIDIEN";72800;"15/6/22";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"GV11laK";"Yes";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Covidien";"NELLCOR COVIDIEN";72800;"15/6/22";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"CL97fmG";"Yes";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Covidien";"NELLCOR COVIDIEN";72800;"15/6/22";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"XY43naK";"Yes";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Covidien";"NELLCOR COVIDIEN";72800;"15/6/22";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"CO99abO";"Yes";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Covidien";"NELLCOR COVIDIEN";72800;"15/6/22";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"MI65qiS";"Yes";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Covidien";"NELLCOR COVIDIEN";72800;"15/6/22";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"XN61zsY";"Yes";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Covidien";"NELLCOR COVIDIEN";72800;"15/6/22";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"IY61olH";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"SNCU(Puri DHH)";"EMCO Meditech";"EMCO OXI-SAT 2060";0;"15/4/17";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"RW02lyE";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"SNCU(Puri DHH)";"EMCO Meditech";"EMCO OXI-SAT 2060";0;"15/4/17";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"XR06seJ";"Yes";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Covidien";"NELLCOR COVIDIEN";72800;"15/6/22";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"ZG67vtI";"Yes";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"Store(Puri)";"Covidien";"NELLCOR COVIDIEN";72800;"15/6/22";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"DE64cjR";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"SNCU(Puri DHH)";"EMCO Meditech";"EMCO OXI-SAT 2060";0;"15/4/17";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"WN71ojG";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"SNCU(Puri DHH)";"EMCO Meditech";"EMCO OXI-SAT 2060";0;"15/4/17";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";45000000;"VW51pqE";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"SNCU(Puri DHH)";"EMCO Meditech";"EMCO OXI-SAT 2060";0;"15/4/17";"";"";1
"Laboratory";"Semi Auto Analyser";125000000;"VS45zsO";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"Pathology(Puri DHH)";"Merk Specialities Private Limited";"Mikra.";99900;"2/9/12";"";"";1
"Laboratory";"Spectro Photometer";80000000;"FV83glI";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Pathology(Puri DHH)";" Elico";"212";45000;"2/9/12";"";"";2
"Respiratory";"Suction machine";6500000;"ET83iqN";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Eye(Puri DHH )";"ANAND SURGICAL INDUSTRIES (INDIA)";"HIVAC-30";7148;"5/9/14";"";"";2
"Respiratory";"Suction machine";6500000;"OC13chE";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"ENT(Puri DHH)";"Premier Surgicals";"sucction apparatus";5250;"20/8/12";"";"";1
"Respiratory";"Suction machine";6500000;"ON77cpZ";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Labour Room(Puri DHH)";"Vikrant Industries";"Santhusti";7149;"19/8/17";"";"";2
"Respiratory";"Suction machine";6500000;"IU28deD";"No";"Not in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Post Portem(Puri DHH)";"Vikrant Industries";"Santhusti";7149;"2/9/16";"";"";2
"Respiratory";"Suction machine";6500000;"QY79oyT";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Post Portem(Puri DHH)";"ANAND";"Sucction App.";32650;"3/9/19";"";"";2
"Respiratory";"Suction machine";6500000;"IV79uiP";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"OT(Puri DHH)";"M/S Medical Equipments and Instrument";"Suction Apparatus";7149;"18/8/20";"";"";2
"Respiratory";"Suction machine";6500000;"EQ94yiQ";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"OT(Puri DHH)";"M/S Medical Equipments and Instrument";"Suction Apparatus";7149;"18/8/20";"";"";2
"Respiratory";"Suction machine";6500000;"OI81srP";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"OT(Puri DHH)";"Vikrant Industries";"Santhusti";8400;"18/8/20";"";"";1
"Respiratory";"Suction machine";6500000;"VH42byJ";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"OT(Puri DHH)";"Vikrant Industries";"Santhusti";8400;"18/8/20";"";"";1
"Respiratory";"Suction machine";6500000;"VP63qzD";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"OT(Puri DHH)";"Vikrant Industries";"Santhusti";8400;"18/8/20";"";"";1
"Respiratory";"Suction machine";6500000;"WU67wiC";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"OT(Puri DHH)";"Supreme";"Instaavac";11500;"18/8/20";"";"";1
"Respiratory";"Suction machine";6500000;"FD41vhT";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"OT(Puri DHH)";"Supreme";"Instaavac";11500;"18/8/20";"";"";2
"Respiratory";"Suction machine";6500000;"OZ92eqD";"No";"Not in use";"Available";"Odisha";"Puri";"PURI-DHH";"SNCU(Puri DHH)";"Fazzenis";"sucction apparatus01";0;"17/8/17";"";"";1
"Respiratory";"Suction machine";6500000;"AQ47fbL";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"Eye(Puri DHH )";"ANAND SURGICAL INDUSTRIES (INDIA)";"Surgi-Vac";0;"9/9/11";"";"";1
"Respiratory";"Suction machine";6500000;"LW39hpY";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Labour Room(Puri DHH)";"Premier Surgicals";"Suction Evaluation machine";6875;"20/8/11";"";"";2
"Respiratory";"Suction machine";6500000;"HE51iuQ";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"Labour Room(Puri DHH)";"Premier Surgicals";"Suction Evaluation machine";6875;"20/8/11";"";"";1
"Respiratory";"Suction machine";6500000;"TW15kwN";"No";"Not in use";"Available";"Odisha";"Puri";"PURI-DHH";"OT(Puri DHH)";"ANAND";"Sucction Machine.";6075;"19/8/07";"";"";0
"Respiratory";"Suction machine";6500000;"RZ92oeM";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"SNCU(Puri DHH)";"Fazzenis";"Suction Machine01";0;"17/8/17";"";"";1
"Respiratory";"Suction machine";6500000;"CO01eiH";"No";"Not in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"OT(Puri DHH)";"ANAND";"Sucction Machine.";6075;"19/8/07";"";"";0
"Respiratory";"Suction machine";6500000;"QE26dwN";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"ICU(Puri DHH)";"Supreme";"Instavac.";11500;"17/8/20";"";"";1
"Respiratory";"Suction machine";6500000;"HH61eyT";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Labour Room(Puri DHH)";"Supreme";"Instavac.";11500;"19/8/20";"";"";2
"Respiratory";"Suction machine";6500000;"TX65msP";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Labour Room(Puri DHH)";"Supreme";"Instavac.";11500;"19/8/20";"";"";2
"Laboratory";"Tube Sealer";25000000;"BF65faH";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Blood Bank(Puri DHH)";"Asilab";"ASTS-II";0;"20/8/15";"";"";2
"Respiratory";"Ventilator";1100000000;"AG80pgN";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"ICU(Puri DHH)";"Techme S A";"Neumovent";1100218;"16/4/20";"";"";3
"Respiratory";"Ventilator";1100000000;"BQ83aaR";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"ICU(Puri DHH)";"Techme S A";"Neumovent";1100218;"16/4/20";"";"";3
"Diagnostic/Monitoring";"Digital Weighing Machine";1000000;"PH85yiY";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"Eye(Puri DHH )";"PHOENIX";"Weight Machine";1964;"12/9/11";"";"";1
"Diagnostic/Monitoring";"Digital Weighing Machine";1000000;"SC82wnP";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"Labour Room(Puri DHH)";"Others";"KOHINOOR";445;"19/8/14";"";"";2
"Diagnostic/Monitoring";"Digital Weighing Machine";1000000;"RM40nfM";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"OT(Puri DHH)";"PHOENIX";"Weight Machine";0;"18/8/17";"";"";2
"Diagnostic/Monitoring";"Digital Weighing Machine";1000000;"AH07djO";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"OT(Puri DHH)";"Nitiraj";"Weighing Machine";16499;"18/8/16";"";"";1
"Diagnostic/Monitoring";"Digital Weighing Machine";1000000;"MN19uqH";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"SNCU(Puri DHH)";" SECA";"334";0;"17/8/17";"";"";2
"Diagnostic/Monitoring";"Digital Weighing Machine";1000000;"KG48wfP";"No";"Active/in use";"Not Available";"Odisha";"Puri";"PURI-DHH";"ICU(Puri DHH)";"Others";"KOHINOOR";445;"16/8/14";"";"";2
"Diagnostic/Monitoring";"Digital Weighing Machine";1000000;"CI05uyF";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"OT(Puri DHH)";"Prestige";"Adult";1964;"20/8/11";"";"";1
"Diagnostic/Monitoring";"Digital Weighing Machine";1000000;"GR76ufL";"No";"Active/in use";"Available";"Odisha";"Puri";"PURI-DHH";"Post Portem(Puri DHH)";"KOHINOOR";"WEIGHT";445;"2/9/14";"";"";1
"Laboratory";"Bacteriological Incubator";10000000;"OD90bxY";"No";"Not in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Pathology(Dhenkanal)";"Yorco";"YSI438";0;"15/7/12";"";"";2
"Laboratory";"Bacteriological Incubator";10000000;"ZN64icT";"No";"Not in use";"Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Pathology(Dhenkanal)";"Yorco";"YSI438";0;"15/7/12";"";"";1
"Laboratory";"Bacteriological Incubator";10000000;"LI30idA";"No";"Not in use";"Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Pathology(Dhenkanal)";"Yorco";"YSI438";0;"15/7/12";"";"";1
"Laboratory";"Binocular Microscope";30000000;"OY40otR";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Blood Bank(Dhenkanal)";"Adelta Optec";"DN10";0;"24/9/12";"";"";1
"Laboratory";"Boyles Apparatus";85000000;"RI12seI";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"OT(Dhenkanal)";"Allied";"Jupiter 200";127968;"10/7/20";"";"";1
"Laboratory";"Boyles Apparatus";85000000;"DN26jdQ";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Orthopedics OT(Dhenkanal)";"HCP";"MK IV";52000;"8/2/18";"";"";2
"Laboratory";"Boyles Apparatus";85000000;"UE85kvD";"No";"Not in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"OT(Dhenkanal)";"Datex Ohmeda";"BOYLE Basic";0;"15/7/12";"";"";2
"Laboratory";"Boyles Apparatus";85000000;"LF43axR";"No";"Not in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"OT(Dhenkanal)";"Datex Ohmeda";"BOYLE Basic";0;"15/7/12";"";"";2
"Laboratory";"Centrifuse Machine";45000000;"ND85yiZ";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Blood Bank(Dhenkanal)";"Remi Elektrotechnik Limited";"R8C";0;"24/9/12";"";"";2
"Laboratory";"Centrifuse Machine";45000000;"NO62rvP";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Blood Bank(Dhenkanal)";"Remi Elektrotechnik Limited";"R8C";0;"24/9/12";"";"";2
"Laboratory";"Deep Freezer";150000000;"NZ94swH";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"PPC(Dhenkanal)";"Haier";"HBD-286";0;"6/8/16";"";"";2
"Diagnostic/Monitoring";"ECG Machine";60000000;"BO87rsT";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Female Ward(Dhenkanal)";"M/s BPL limited";"CADIART8108";0;"22/5/12";"";"";2
"Diagnostic/Monitoring";"ECG Machine";60000000;"KW17seB";"No";"Not in use";"Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Female Ward(Dhenkanal)";"Maestros";"magicR";0;"22/5/12";"";"";1
"Laboratory";"Elisa Reader";90000000;"ZI20zbD";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Blood Bank(Dhenkanal)";"Thermofisher Scientific";"multiscan EX";0;"24/9/12";"";"";2
"Laboratory";"Elisha Washer";90000000;"AF41ewV";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Blood Bank(Dhenkanal)";"Thermo Fisher";"well wash 4MK 2";0;"24/9/12";"";"";2
"Diagnostic/Monitoring";"Fetal Monitor";60000000;"OU91nyC";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"OT(Dhenkanal)";"Maestros";"Fetal Monitor";0;"25/6/12";"";"";2
"Laboratory";"Microscope";20000000;"SV15auY";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Pathology(Dhenkanal)";"M/s Labovision India";"KXi 2000";29200;"31/7/20";"";"";2
"Laboratory";"Microscope";20000000;"QS63vuZ";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Pathology(Dhenkanal)";"M/s Labovision India";"KXi 2000";29200;"20/5/20";"";"";2
"Laboratory";"Microscope";20000000;"KY20shP";"No";"Active/in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Pathology(Dhenkanal)";"M/s Labovision India";"KXi 2000";29200;"31/7/20";"";"";2
"Laboratory";"Microscope";20000000;"QN74ebR";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Pathology(Dhenkanal)";"M/s Labovision India";"KXi 2000";29200;"20/5/20";"";"";1
"Laboratory";"Microscope";20000000;"GU85rhW";"No";"Active/in use";"Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Pathology(Dhenkanal)";"M/s Labovision India";"KXi 2000";29200;"20/5/20";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";40000000;"JD56rmS";"No";"Not in use";"Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"OT(Dhenkanal)";"Masimo";"Radical 7";62100;"12/8/20";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";40000000;"WO45vbX";"No";"Not in use";"Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"OT(Dhenkanal)";"Masimo";"Radical 7";62100;"12/8/20";"";"";1
"Diagnostic/Monitoring";"Pulse Oximeter";40000000;"IA36piT";"No";"Not in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"OT(Dhenkanal)";"NELLCOR PURITAN BENNETT";"NBP-195";0;"15/7/12";"";"";2
"Diagnostic/Monitoring";"Pulse Oximeter";40000000;"ZM08ozC";"No";"Not in use";"Not Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"OT(Dhenkanal)";"NELLCOR PURITAN BENNETT";"NBP-195";0;"15/7/12";"";"";2
"Laboratory";"QBC Machine";60000000;"ES83mcQ";"Yes";"Active/in use";"Available";"Odisha";"Dhenkanal";"Dhenkanal-DHH";"Pathology(Dhenkanal)";"LiLac Medicare (P) Ltd";"Parafuse";105840;"2/4/21";"";"";1
